School Name,State,Region,College_Type,Tuition_In,Tuition_Out,Cost of Attendance (Academic),Highest Degree Awarded,Mean Earnings,10th Percentile Earnings,25th Percentile Earnings,Median Earnings,75th Percentile Earnings,90th Percentile Earnings
Merced College,CA,Far West,Public,1150.0,6115.0,15474.0,Humanities,31100,3900,13500,27000,41600,59600
Merritt College,CA,Far West,Public,1230.0,7110.0,16095.0,Family ConsumerScience,41500,3400,15000,32600,55500,76900
Mills College,CA,Far West,Private,46236.0,46236.0,61838.0,Social science,49500,6400,19000,39900,59900,81300
MiraCosta College,CA,Far West,Public,1152.0,6768.0,8559.0,Humanities,34300,3800,14200,28900,45800,61500
Mission College,CA,Far West,Public,1185.0,6105.0,15181.0,Humanities,42700,6900,16800,34500,56900,81000
Modesto Junior College,CA,Far West,Public,1162.0,6778.0,14942.0,Health,36100,4300,15500,30800,47800,67300
Monterey Peninsula College,CA,Far West,Public,1176.0,6792.0,12373.0,Health,39500,5100,15000,31900,55000,82700
Moorpark College,CA,Far West,Public,1388.0,7050.0,8800.0,Humanities,47000,6700,19400,38600,62600,89000
Mt San Antonio College,CA,Far West,Public,1349.0,8741.0,10109.0,Business Marketing,41400,6300,19000,35000,55300,77800
Mount Saint Mary's University,CA,Far West,Private,39608.0,39608.0,52180.0,Health,63500,14300,32200,53200,88400,103700
Mt San Jacinto Community College District,CA,Far West,Public,1386.0,8946.0,11742.0,Humanities,34800,4100,14200,28800,48300,66500
Musicians Institute,CA,Far West,Private,24030.0,24030.0,40267.0,Visual Performing,36900,3500,13000,30100,49700,65100
Napa Valley College,CA,Far West,Public,1142.0,6758.0,17453.0,Mutlidiscipline,46500,5200,20600,37000,62700,87000
National University,CA,Far West,Private,13016.0,13016.0,27409.0,Health,59000,11200,35400,59400,77700,91100
Notre Dame de Namur University,CA,Far West,Private,34196.0,34196.0,51716.0,Business Marketing,63900,12100,33400,56400,80600,96200
Occidental College,CA,Far West,Private,52838.0,52838.0,69442.0,Social science,59400,11000,29700,50600,76100,94200
Ohlone College,CA,Far West,Public,1162.0,6730.0,16933.0,Social science,47700,6600,18900,38900,63000,97800
Orange Coast College,CA,Far West,Public,1186.0,7690.0,10764.0,Humanities,43900,6000,20500,38100,58300,79100
Otis College of Art and Design,CA,Far West,Private,45620.0,45620.0,60426.0,Visual Performing,52400,8400,18300,44900,78100,101500
Oxnard College,CA,Far West,Public,1388.0,7050.0,9000.0,Humanities,34000,5900,16800,31000,46200,59500
Hope International University,CA,Far West,Private,31800.0,31800.0,42742.0,Family ConsumerScience,40700,6000,19900,36000,56200,73700
Pacific Union College,CA,Far West,Private,29469.0,29469.0,41331.0,Health,61700,9300,30000,51700,87200,110900
University of the Pacific,CA,Far West,Private,46346.0,46346.0,58718.0,Business Marketing,84200,15900,41200,71700,116500,154800
Palo Verde College,CA,Far West,Public,1288.0,7380.0,12925.0,Health,30300,4800,13200,22900,39400,59300
Palomar College,CA,Far West,Public,1338.0,7386.0,9909.0,Humanities,40300,4800,19300,34400,52500,74500
Pasadena City College,CA,Far West,Public,1348.0,7004.0,12368.0,Humanities,39300,6600,18000,33800,51800,75100
Pepperdine University,CA,Far West,Private,51992.0,51992.0,68352.0,Business Marketing,77600,15200,38600,65500,100200,137800
Pitzer College,CA,Far West,Private,52236.0,52236.0,68192.0,Social science,51500,13200,25500,48700,69800,90700
Platt College-San Diego,CA,Far West,Private,17235.0,17235.0,42402.0,Visual Performing,44800,5700,20600,37000,59100,70300
Point Loma Nazarene University,CA,Far West,Private,34600.0,34600.0,48040.0,Health,54400,11400,29900,50900,72100,90300
Pomona College,CA,Far West,Private,51075.0,51075.0,67357.0,Social science,77300,17200,41300,58100,83000,133700
Porterville College,CA,Far West,Public,1322.0,7258.0,8127.0,Social science,32700,4000,14800,27700,45400,64400
Santa Ana College,CA,Far West,Public,1142.0,8032.0,10383.0,Humanities,39400,6600,19300,33800,50100,74900
University of Redlands,CA,Far West,Private,48072.0,48072.0,63170.0,Business Marketing,57700,13900,31100,55000,74600,97100
College of the Redwoods,CA,Far West,Public,1182.0,6822.0,12209.0,Humanities,32700,3600,13100,28100,44800,62100
Rio Hondo College,CA,Far West,Public,1360.0,6960.0,11702.0,Humanities,40500,6400,20000,35100,52900,71700
Riverside City College,CA,Far West,Public,1420.0,8440.0,12523.0,Humanities,37200,5600,16600,31600,50200,70700
Argosy University-San Francisco Bay Area,CA,Far West,Private,13438.0,13438.0,29296.0,Pyschology,45700,8900,24400,41400,60300,75000
Sacramento City College,CA,Far West,Public,1104.0,8208.0,12587.0,Social science,40700,5300,17000,34300,54300,69900
Saddleback College,CA,Far West,Public,1328.0,10568.0,14031.0,Humanities,46000,5000,18800,38700,60500,88900
San Diego City College,CA,Far West,Public,1142.0,5894.0,11899.0,Humanities,34700,4100,15000,29200,47400,62200
San Diego Mesa College,CA,Far West,Public,1142.0,5894.0,12286.0,Business Marketing,43100,5900,19800,37800,57100,78100
San Diego Miramar College,CA,Far West,Public,1142.0,5894.0,12306.0,Mechanic,44400,6400,21100,39300,62300,80900
San Diego State University,CA,Far West,Public,7460.0,19340.0,21051.0,Business Marketing,55900,12600,32500,51000,73100,92000
University of San Diego,CA,Far West,Private,47708.0,47708.0,62710.0,Business Marketing,71100,14500,38600,60000,87100,113700
San Francisco Art Institute,CA,Far West,Private,44778.0,44778.0,66723.0,Visual Performing,38600,3300,14300,31900,52100,65800
San Francisco State University,CA,Far West,Public,7254.0,19134.0,22313.0,Business Marketing,54700,10300,29500,49200,71200,92900
University of San Francisco,CA,Far West,Private,46250.0,46250.0,63117.0,Business Marketing,74000,18000,39000,62300,98000,122100
San Joaquin Delta College,CA,Far West,Public,1104.0,6720.0,17175.0,Humanities,36600,5100,16500,30800,48600,66300
William Jessup University,CA,Far West,Private,30550.0,30550.0,42074.0,Pyschology,45100,5800,23700,37300,58700,73400
San Jose City College,CA,Far West,Public,1356.0,7852.0,17137.0,Humanities,37600,5700,15300,31400,50900,71100
San Jose State University,CA,Far West,Public,7721.0,19601.0,23030.0,Business Marketing,63800,13200,34600,56100,83900,107600
College of San Mateo,CA,Far West,Public,1400.0,6300.0,8563.0,Humanities,47900,7100,22300,40700,64000,91400
Santa Barbara Business College-Bakersfield,CA,Far West,Private,10000.0,10000.0,23517.0,Health,27900,2100,13600,24800,36300,51500
Santa Barbara Business College-Santa Maria,CA,Far West,Private,10000.0,10000.0,22201.0,Health,29100,4400,14300,29400,39700,62100
Santa Barbara City College,CA,Far West,Public,1374.0,8326.0,16141.0,Humanities,42800,5200,19400,36800,57200,80600
Santa Clara University,CA,Far West,Private,49858.0,49858.0,65334.0,Business Marketing,85300,21600,49100,72600,108800,139000
Santa Monica College,CA,Far West,Public,1142.0,8558.0,11564.0,Humanities,40200,5900,16800,33000,53100,77100
Santa Rosa Junior College,CA,Far West,Public,1282.0,7328.0,12728.0,Security law,42800,4800,17800,35700,57800,84100
Scripps College,CA,Far West,Private,52966.0,52966.0,68464.0,Biological,61800,9700,34300,54100,75400,95900
College of the Sequoias,CA,Far West,Public,1390.0,7186.0,8369.0,Humanities,33100,4500,14900,27400,44600,62300
Shasta College,CA,Far West,Public,1185.0,6801.0,10928.0,Humanities,34100,3200,13500,27500,46100,64300
Sierra College,CA,Far West,Public,1142.0,6214.0,11535.0,Social science,37800,4500,14700,30700,51600,73300
Simpson University,CA,Far West,Private,27700.0,27700.0,37582.0,Business Marketing,39900,5300,20200,34500,53200,63200
College of the Siskiyous,CA,Far West,Public,1154.0,6762.0,12433.0,Health,32000,3300,13000,25900,42600,64600
Skyline College,CA,Far West,Public,1447.0,8136.0,8929.0,Humanities,45600,6600,19700,40500,63700,83900
San Bernardino Valley College,CA,Far West,Public,1238.0,5500.0,14091.0,Humanities,32000,4800,13700,27300,44100,61700
Saint Mary's College of California,CA,Far West,Private,45686.0,45686.0,62974.0,Business Marketing,63600,15500,35600,56300,80900,127400
Solano Community College,CA,Far West,Public,1140.0,6324.0,12408.0,Humanities,40500,5300,16900,34800,53800,82000
Sonoma State University,CA,Far West,Public,7724.0,19604.0,24410.0,Business Marketing,53200,10900,29600,49200,68600,89200
Vanguard University of Southern California,CA,Far West,Private,32430.0,32430.0,44007.0,Business Marketing,48800,6800,23500,41800,63800,90700
Southwestern College,CA,Far West,Public,1338.0,6602.0,11345.0,Humanities,34700,6800,17200,30800,45800,66800
University of Southern California,CA,Far West,Private,54259.0,54259.0,69547.0,Business Marketing,88800,15800,45600,74000,113200,143900
Taft College,CA,Far West,Public,1410.0,8430.0,12097.0,Health,39000,6300,15800,31800,56700,79700
Ventura College,CA,Far West,Public,1388.0,7050.0,8715.0,Humanities,39800,5600,18300,33800,54300,69600
Victor Valley College,CA,Far West,Public,1126.0,5638.0,15451.0,Mutlidiscipline,33300,3800,13500,27800,47300,72600
Berkeley City College,CA,Far West,Public,1230.0,7110.0,15390.0,Humanities,39000,3000,14200,32600,54300,70100
West Hills College-Coalinga,CA,Far West,Public,1380.0,10860.0,14477.0,Humanities,32800,5000,13900,28300,46700,62400
West Los Angeles College,CA,Far West,Public,1220.0,7538.0,13255.0,Humanities,37300,5700,14600,31500,50700,66700
West Valley College,CA,Far West,Public,1186.0,5239.0,14508.0,Humanities,45900,5700,20400,38800,63700,78100
Westmont College,CA,Far West,Private,44044.0,44044.0,59410.0,Business Marketing,58000,11900,31000,51400,71900,99100
Whittier College,CA,Far West,Private,46310.0,46310.0,55202.0,Social science,50900,13700,29700,46800,65400,85500
Woodbury University,CA,Far West,Private,38460.0,38460.0,50107.0,Architechture,52100,9500,26800,48200,72300,90100
Yuba College,CA,Far West,Public,1124.0,6284.0,10548.0,Social science,34700,3800,14800,28600,46000,69800
Adams State University,CO,Rocky Mountains,Public,9440.0,20456.0,21480.0,Humanities,38100,9500,21200,35200,50800,66100
Aims Community College,CO,Rocky Mountains,Public,1835.0,10424.0,12730.0,Health,37800,6000,18700,34400,51100,66800
Arapahoe Community College,CO,Rocky Mountains,Public,3676.0,14441.0,12622.0,Health,40700,5700,18800,38100,56000,76600
Bel-Rea Institute of Animal Technology,CO,Rocky Mountains,Private,11963.0,11963.0,24515.0,Health,30900,7700,17300,29600,39600,55700
Altierus Career College-Colorado Springs,CO,Rocky Mountains,Private,12015.0,12015.0,23797.0,Health,26300,3900,11800,24200,37100,53300
University of Colorado Denver/Anschutz Medical Campus,CO,Rocky Mountains,Public,9107.0,25259.0,21105.0,Business Marketing,71200,21700,34200,56400,88400,157000
University of Colorado Colorado Springs,CO,Rocky Mountains,Public,8314.0,19498.0,21148.0,Business Marketing,49300,10700,26600,43900,65200,84800
Spartan College of Aeronautics and Technology,CO,Rocky Mountains,Private,15743.0,15743.0,26026.0,Mechanic,51800,8600,25800,46300,67800,80100
University of Colorado Boulder,CO,Rocky Mountains,Public,12086.0,36220.0,29215.0,Business Marketing,59700,12700,32000,50800,76300,99400
Colorado Christian University,CO,Rocky Mountains,Private,30370.0,30370.0,42276.0,Business Marketing,44600,10400,23200,39300,60600,82900
Colorado College,CO,Rocky Mountains,Private,52818.0,52818.0,66400.0,Social science,49900,9100,27100,45400,61600,84500
The Art Institute of Colorado,CO,Rocky Mountains,Private,17626.0,17626.0,29252.0,Visual Performing,37700,6200,18400,33300,50500,70400
Colorado Mountain College,CO,Rocky Mountains,Public,1840.0,10840.0,12579.0,Health,37100,5300,18800,32700,49000,64400
Colorado Northwestern Community College,CO,Rocky Mountains,Public,3943.0,6257.0,16974.0,Health,43300,8000,21100,38400,56900,80400
Colorado School of Mines,CO,Rocky Mountains,Public,18386.0,37436.0,32347.0,Engineering,95600,25400,55800,84900,118300,136700
Colorado State University-Fort Collins,CO,Rocky Mountains,Public,11395.0,28903.0,24290.0,Business Marketing,53400,11700,30800,47100,68800,89900
Colorado Technical University-Colorado Springs,CO,Rocky Mountains,Private,11689.0,11689.0,23812.0,Business Marketing,51300,11800,22800,42200,68800,101900
Community College of Aurora,CO,Rocky Mountains,Public,3702.0,13896.0,14747.0,Humanities,38400,5500,18300,34200,52000,69200
CollegeAmerica-Denver,CO,Rocky Mountains,Private,16968.0,16968.0,31506.0,Health,29100,4700,12700,27100,39300,61000
Community College of Denver,CO,Rocky Mountains,Public,3909.0,14673.0,15571.0,Humanities,36400,3800,16100,31500,49800,65200
University of Denver,CO,Rocky Mountains,Private,48669.0,48669.0,61824.0,Business Marketing,65400,13000,35900,56500,83300,105000
Fort Lewis College,CO,Rocky Mountains,Public,8609.0,18761.0,25064.0,Business Marketing,39400,7100,20700,35200,50800,71900
Front Range Community College,CO,Rocky Mountains,Public,3908.0,14783.0,13934.0,Humanities,40600,7600,20600,35700,53700,72700
Lamar Community College,CO,Rocky Mountains,Public,3908.0,6221.0,15610.0,Humanities,32100,4900,15000,28400,43000,60800
Colorado Mesa University,CO,Rocky Mountains,Public,8374.0,20330.0,20577.0,Health,42300,8600,21100,36800,56800,73500
Metropolitan State University of Denver,CO,Rocky Mountains,Public,7352.0,20149.0,18550.0,Business Marketing,44200,8200,23400,40200,57900,76500
Morgan Community College,CO,Rocky Mountains,Public,3677.0,14441.0,15362.0,Health,34000,7300,13400,28400,46200,61200
Naropa University,CO,Rocky Mountains,Private,31790.0,31790.0,48040.0,Pyschology,27800,2500,9200,20700,38800,51400
Nazarene Bible College,CO,Rocky Mountains,Private,11760.0,11760.0,21145.0,Theology,34400,6500,14200,29700,48200,76900
Northeastern Junior College,CO,Rocky Mountains,Public,4941.0,7110.0,17126.0,Humanities,37700,7800,18400,33200,49400,67600
University of Northern Colorado,CO,Rocky Mountains,Public,9546.0,21132.0,22604.0,Health,47100,11100,29000,42000,59700,74500
Otero Junior College,CO,Rocky Mountains,Public,3856.0,6169.0,17277.0,Humanities,31100,5100,13000,25900,41800,58700
Altierus Career College-Thornton,CO,Rocky Mountains,Private,12510.0,12510.0,25778.0,Health,29400,4700,13400,27400,40900,52700
Pikes Peak Community College,CO,Rocky Mountains,Public,3726.0,14491.0,15391.0,Humanities,35700,4500,16300,31300,48400,65600
Pueblo Community College,CO,Rocky Mountains,Public,5050.0,15810.0,20783.0,Health,31900,4200,13900,27700,43800,62400
Red Rocks Community College,CO,Rocky Mountains,Public,4008.0,14773.0,12903.0,Health,43300,4600,18000,36900,58700,72700
Regis University,CO,Rocky Mountains,Private,35610.0,35610.0,46816.0,Health,62700,15100,35100,56400,80600,99900
Rocky Mountain College of Art and Design,CO,Rocky Mountains,Private,17963.0,17963.0,26983.0,Visual Performing,36700,5400,16600,33000,48800,66600
Colorado State University-Pueblo,CO,Rocky Mountains,Public,10090.0,25547.0,22053.0,Business Marketing,41600,10000,22000,37500,55300,71000
Trinidad State Junior College,CO,Rocky Mountains,Public,5027.0,7918.0,19303.0,Humanities,33200,4000,12800,27000,43700,60600
Western State Colorado University,CO,Rocky Mountains,Public,9802.0,21274.0,22450.0,Business Marketing,43400,10200,22600,39000,54400,69600
Albertus Magnus College,CT,New England,Private,31140.0,31140.0,45875.0,Business Marketing,56000,12600,29300,51200,72600,100600
Asnuntuck Community College,CT,New England,Public,4356.0,12908.0,13288.0,Engineering Technology,37200,7000,18200,36300,51700,60800
Lincoln College of New England-Southington,CT,New England,Private,20050.0,20050.0,33627.0,Health,36200,7700,19900,33900,49900,64100
University of Bridgeport,CT,New England,Private,32250.0,32250.0,49646.0,Business Marketing,47100,7800,24000,43100,61000,78600
Central Connecticut State University,CT,New England,Public,10225.0,22914.0,22576.0,Business Marketing,51600,13500,30900,47900,65500,78800
Connecticut College,CT,New England,Private,52850.0,52850.0,67000.0,Social science,62900,13800,38200,54900,79500,100300
Porter and Chester Institute of Branford,CT,New England,Private,17220.0,17220.0,28585.0,Mechanic,41900,8500,19100,36900,63200,78300
University of Connecticut,CT,New England,Public,14880.0,36948.0,29803.0,Health,66000,19000,39900,58400,82500,101800
Goodwin College,CT,New England,Private,20888.0,20888.0,31754.0,Health,43000,3800,21400,38300,60000,51400
Eastern Connecticut State University,CT,New England,Public,10919.0,23608.0,24642.0,Business Marketing,49000,13600,30400,46400,63400,74300
Fairfield University,CT,New England,Private,47165.0,47165.0,61934.0,Business Marketing,80100,28300,49100,72100,97100,125500
Capital Community College,CT,New England,Public,4356.0,12908.0,15581.0,Health,35600,8300,18000,32300,47500,70600
University of Hartford,CT,New England,Private,38910.0,38910.0,52365.0,Health,51700,11600,29200,47800,65800,85200
